client_id,sample_count,label_entropy,group_entropy,label_distribution,group_distribution,joint_distribution
0,2564,0.8174014061324145,0.913678290555806,"{""0"": 1913, ""1"": 651}","{""Female"": 843, ""Male"": 1721}","{""0|Female"": 746, ""0|Male"": 1167, ""1|Female"": 97, ""1|Male"": 554}"
1,2564,0.8044072809041559,0.9260228017274499,"{""0"": 1934, ""1"": 630}","{""Female"": 875, ""Male"": 1689}","{""0|Female"": 786, ""0|Male"": 1148, ""1|Female"": 89, ""1|Male"": 541}"
2,2564,0.8005992663946563,0.911657964511513,"{""0"": 1940, ""1"": 624}","{""Female"": 838, ""Male"": 1726}","{""0|Female"": 729, ""0|Male"": 1211, ""1|Female"": 109, ""1|Male"": 515}"
3,2564,0.8100394618140766,0.9092006505968705,"{""0"": 1925, ""1"": 639}","{""Female"": 832, ""Male"": 1732}","{""0|Female"": 740, ""0|Male"": 1185, ""1|Female"": 92, ""1|Male"": 547}"
4,2564,0.8031426926142338,0.9100237532413933,"{""0"": 1936, ""1"": 628}","{""Female"": 834, ""Male"": 1730}","{""0|Female"": 743, ""0|Male"": 1193, ""1|Female"": 91, ""1|Male"": 537}"
5,2564,0.7915465609943745,0.9104338043822799,"{""0"": 1954, ""1"": 610}","{""Female"": 835, ""Male"": 1729}","{""0|Female"": 735, ""0|Male"": 1219, ""1|Female"": 100, ""1|Male"": 510}"
6,2564,0.8222165643311006,0.8941435111534084,"{""0"": 1905, ""1"": 659}","{""Female"": 797, ""Male"": 1767}","{""0|Female"": 715, ""0|Male"": 1190, ""1|Female"": 82, ""1|Male"": 577}"
7,2563,0.8138957669688609,0.9197198103677473,"{""0"": 1918, ""1"": 645}","{""Female"": 858, ""Male"": 1705}","{""0|Female"": 759, ""0|Male"": 1159, ""1|Female"": 99, ""1|Male"": 546}"
8,2563,0.8223701007911365,0.8924831722768324,"{""0"": 1904, ""1"": 659}","{""Female"": 793, ""Male"": 1770}","{""0|Female"": 697, ""0|Male"": 1207, ""1|Female"": 96, ""1|Male"": 563}"
9,2563,0.8089508730286957,0.8995833442966834,"{""0"": 1926, ""1"": 637}","{""Female"": 809, ""Male"": 1754}","{""0|Female"": 719, ""0|Male"": 1207, ""1|Female"": 90, ""1|Male"": 547}"
