client_id,sample_count,label_entropy,group_entropy,label_distribution,group_distribution,joint_distribution
0,2564,0.8081726683768473,0.8941435111534084,"{""0"": 1928, ""1"": 636}","{""Female"": 797, ""Male"": 1767}","{""0|Female"": 695, ""0|Male"": 1233, ""1|Female"": 102, ""1|Male"": 534}"
1,2564,0.797393159150842,0.9087875978470054,"{""0"": 1945, ""1"": 619}","{""Female"": 831, ""Male"": 1733}","{""0|Female"": 740, ""0|Male"": 1205, ""1|Female"": 91, ""1|Male"": 528}"
2,2564,0.8137414145402377,0.9054470584722648,"{""0"": 1919, ""1"": 645}","{""Female"": 823, ""Male"": 1741}","{""0|Female"": 737, ""0|Male"": 1182, ""1|Female"": 86, ""1|Male"": 559}"
3,2564,0.8143543201144313,0.8994458527272914,"{""0"": 1918, ""1"": 646}","{""Female"": 809, ""Male"": 1755}","{""0|Female"": 715, ""0|Male"": 1203, ""1|Female"": 94, ""1|Male"": 552}"
4,2564,0.8149660613117999,0.9203618869027642,"{""0"": 1917, ""1"": 647}","{""Female"": 860, ""Male"": 1704}","{""0|Female"": 759, ""0|Male"": 1158, ""1|Female"": 101, ""1|Male"": 546}"
5,2564,0.8131273433916861,0.899009595944974,"{""0"": 1920, ""1"": 644}","{""Female"": 808, ""Male"": 1756}","{""0|Female"": 728, ""0|Male"": 1192, ""1|Female"": 80, ""1|Male"": 564}"
6,2564,0.7967483480661098,0.9249082491599133,"{""0"": 1946, ""1"": 618}","{""Female"": 872, ""Male"": 1692}","{""0|Female"": 781, ""0|Male"": 1165, ""1|Female"": 91, ""1|Male"": 527}"
7,2563,0.8193695883286969,0.9117908390840869,"{""0"": 1909, ""1"": 654}","{""Female"": 838, ""Male"": 1725}","{""0|Female"": 751, ""0|Male"": 1158, ""1|Female"": 87, ""1|Male"": 567}"
8,2563,0.809573087623994,0.9113839512792817,"{""0"": 1925, ""1"": 638}","{""Female"": 837, ""Male"": 1726}","{""0|Female"": 730, ""0|Male"": 1195, ""1|Female"": 107, ""1|Male"": 531}"
9,2563,0.8077029148307244,0.912196728863713,"{""0"": 1928, ""1"": 635}","{""Female"": 839, ""Male"": 1724}","{""0|Female"": 733, ""0|Male"": 1195, ""1|Female"": 106, ""1|Male"": 529}"
