client_id,sample_count,label_entropy,group_entropy,label_distribution,group_distribution,joint_distribution
0,2564,0.8005992663946563,0.9067072947014674,"{""0"": 1940, ""1"": 624}","{""Female"": 826, ""Male"": 1738}","{""0|Female"": 728, ""0|Male"": 1212, ""1|Female"": 98, ""1|Male"": 526}"
1,2564,0.8198182156076766,0.9256522611194989,"{""0"": 1909, ""1"": 655}","{""Female"": 874, ""Male"": 1690}","{""0|Female"": 761, ""0|Male"": 1148, ""1|Female"": 113, ""1|Male"": 542}"
2,2564,0.8050377983081688,0.9046018676754312,"{""0"": 1933, ""1"": 631}","{""Female"": 821, ""Male"": 1743}","{""0|Female"": 733, ""0|Male"": 1200, ""1|Female"": 88, ""1|Male"": 543}"
3,2564,0.7928542429328376,0.9172522793990929,"{""0"": 1952, ""1"": 612}","{""Female"": 852, ""Male"": 1712}","{""0|Female"": 764, ""0|Male"": 1188, ""1|Female"": 88, ""1|Male"": 524}"
4,2564,0.8155766393255438,0.9120640221753894,"{""0"": 1916, ""1"": 648}","{""Female"": 839, ""Male"": 1725}","{""0|Female"": 754, ""0|Male"": 1162, ""1|Female"": 85, ""1|Male"": 563}"
5,2564,0.8081726683768473,0.8976947220283461,"{""0"": 1928, ""1"": 636}","{""Female"": 805, ""Male"": 1759}","{""0|Female"": 725, ""0|Male"": 1203, ""1|Female"": 80, ""1|Male"": 556}"
6,2564,0.7935062717386087,0.9033265185675116,"{""0"": 1951, ""1"": 613}","{""Female"": 818, ""Male"": 1746}","{""0|Female"": 719, ""0|Male"": 1232, ""1|Female"": 99, ""1|Male"": 514}"
7,2563,0.8169483851950522,0.9068421387763944,"{""0"": 1913, ""1"": 650}","{""Female"": 826, ""Male"": 1737}","{""0|Female"": 720, ""0|Male"": 1193, ""1|Female"": 106, ""1|Male"": 544}"
8,2563,0.8132817495558193,0.9193327693066319,"{""0"": 1919, ""1"": 644}","{""Female"": 857, ""Male"": 1706}","{""0|Female"": 769, ""0|Male"": 1150, ""1|Female"": 88, ""1|Male"": 556}"
9,2563,0.8282850314436421,0.8938344104100122,"{""0"": 1894, ""1"": 669}","{""Female"": 796, ""Male"": 1767}","{""0|Female"": 696, ""0|Male"": 1198, ""1|Female"": 100, ""1|Male"": 569}"
